Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
195,20,RL,7180,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,390,0,474,864,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1,352,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,127000
391,50,RL,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,241,391,229,861,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,1,384,Y,0,130,112,0,0,0,0,4,2008,WD,Normal,119000
563,30,RL,13907,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,290,0,706,996,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,0,0,Y,144,0,0,0,0,0,0,7,2008,WD,Normal,108000
1080,20,RL,8775,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,495,0,495,990,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,1,299,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
994,60,RL,8846,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,750,750,Ex,Y,SBrkr,750,750,0,1500,0,0,2,1,3,1,Gd,6,Typ,0,2,564,Y,0,35,0,0,0,0,0,8,2006,New,Partial,173900
117,20,RL,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,170,670,252,1092,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,1,288,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
1000,20,RL,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,686,0,501,1187,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,2,632,Y,105,61,0,0,0,0,0,2,2010,WD,Normal,206000
98,20,RL,10921,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,520,0,440,960,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,1,432,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
1234,20,RL,12160,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,1000,0,188,1188,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,5,2010,COD,Abnorml,142000
1100,20,RL,11880,Pave,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,704,0,567,1271,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,2,478,Y,0,0,0,0,0,0,0,4,2009,COD,Abnorml,157000
652,70,RL,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,755,755,TA,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,1,296,P,120,0,0,0,0,0,0,10,2009,WD,Normal,108000
1365,160,FV,3180,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,0,0,600,600,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,2,480,Y,0,166,0,0,0,0,0,4,2006,WD,Abnorml,144152
332,20,RL,8176,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,846,0,210,1056,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,1,308,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,139000
1367,60,RL,9179,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,633,0,240,873,Ex,Y,SBrkr,882,908,0,1790,1,0,2,1,3,1,Gd,7,Typ,0,2,588,Y,0,88,0,0,0,0,0,6,2008,WD,Abnorml,193000
616,85,RL,8800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,763,0,173,936,Ex,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,Gd,6,Typ,0,2,480,Y,120,0,0,0,0,0,0,5,2010,WD,Abnorml,137500
155,30,RM,11340,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,0,0,1200,1200,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,1,312,Y,0,0,228,0,0,0,0,3,2006,WD,Family,125000
691,120,RM,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,697,0,151,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,2,420,Y,149,0,0,0,0,0,0,5,2008,WD,Normal,141000
737,90,RL,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,0,0,0,0,Gd,N,FuseF,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,2,400,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,93500
835,20,RL,7875,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,572,0,572,1144,Gd,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,2,456,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950
724,50,RL,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,0,0,941,941,Ex,Y,SBrkr,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,1,548,Y,0,0,0,0,156,0,0,5,2008,WD,Normal,135000
189,90,RL,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,1086,0,0,1086,TA,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,2,528,Y,120,0,0,0,0,0,0,6,2009,WD,Alloca,153337
730,30,RM,6240,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,152,0,628,780,TA,Y,FuseA,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,2,539,Y,0,23,112,0,0,0,0,1,2009,WD,Normal,103000
1322,20,RL,6627,Pave,IR1,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,0,0,0,0,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,1,287,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,72500
491,160,RM,2665,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,0,0,264,264,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,1,336,Y,141,24,0,0,0,0,0,6,2008,WD,Normal,115000
1078,20,RL,15870,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,VinylSd,Plywood,None,0.0,TA,TA,CBlock,75,791,230,1096,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,1,299,Y,240,32,0,0,0,0,0,3,2006,WD,Abnorml,138800
1133,70,RM,9900,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,0,0,1008,1008,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,1,205,N,0,48,0,0,0,0,0,5,2007,WD,Normal,117500
776,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,866,0,338,1204,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,2,412,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
354,30,RM,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,0,0,624,624,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,2,484,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,105900
891,50,RL,8064,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,0,0,672,672,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,2,576,Y,0,0,0,0,0,0,2000,7,2007,WD,Normal,122900
1256,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,425,0,459,884,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,1,560,Y,0,0,0,0,120,0,0,11,2007,WD,Normal,127500
894,20,RL,13284,Pave,Reg,Lvl,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,1064,0,319,1383,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,1,354,Y,511,116,0,0,0,0,0,6,2008,WD,Normal,165000
1069,160,RM,3964,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,837,0,105,942,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,2,576,Y,728,20,0,0,0,0,0,6,2006,WD,Normal,151400
6,50,RL,14115,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1993,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Wood,732,0,64,796,Ex,Y,SBrkr,796,566,0,1362,1,0,1,1,1,1,TA,5,Typ,0,2,480,Y,40,30,0,320,0,0,700,10,2009,WD,Normal,143000
1164,90,RL,12900,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,1198,0,0,1198,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,2,400,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca,108959
905,20,RL,6173,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,599,0,277,876,TA,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,1,288,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,125500
1398,70,RM,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,939,939,Ex,Y,SBrkr,939,574,0,1513,0,0,1,1,4,1,TA,8,Typ,0,1,180,N,24,0,150,0,0,0,0,5,2007,WD,Normal,137500
203,50,RL,7000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,617,0,0,617,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,1,398,Y,0,0,126,0,0,0,0,5,2006,COD,Normal,112000
52,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0,0,816,816,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,2,528,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,114500
1040,180,RM,1477,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,509,0,121,630,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,1,286,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,80000
82,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,1201,0,36,1237,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,2,405,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
1146,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,1042,1042,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,1,225,Y,0,0,0,0,0,0,0,8,2006,WD,Family,149000
1258,30,RL,4060,Pave,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0,0,864,864,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,0,0,Y,0,96,0,0,0,0,0,7,2009,WD,Normal,99900
695,50,RM,6120,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,0,0,927,927,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,2,576,Y,112,0,0,0,0,0,0,4,2009,WD,Normal,141500
1224,20,RL,10680,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,756,0,1380,2136,TA,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,2,528,Y,0,30,0,0,0,0,0,10,2006,WD,Normal,137900
447,20,RL,16492,Pave,IR1,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,247,713,557,1517,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,2,578,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,190000
1284,90,RL,9400,Pave,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,0,0,912,912,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,0,0,Y,128,0,0,0,0,0,0,4,2010,WD,Normal,139000
890,20,RL,12160,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,1024,0,481,1505,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,2,505,Y,0,0,0,162,0,0,0,2,2009,WD,Normal,149500
1325,20,RL,9986,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,0,0,1795,1795,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,3,895,Y,0,49,0,0,0,0,0,2,2007,New,Partial,147000
324,20,RM,5820,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,256,0,906,1162,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,1,220,Y,142,98,0,0,0,0,0,7,2006,WD,Normal,126175
94,190,C (all),7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,1046,0,168,1214,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,2,506,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
31,70,C (all),8500,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,0,0,649,649,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,1,250,N,0,54,172,0,0,0,0,7,2008,WD,Normal,40000
822,20,RM,6000,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,0,0,936,936,TA,N,SBrkr,936,0,0,936,0,0,1,0,2,1,TA,4,Min2,0,2,576,Y,0,32,112,0,0,0,0,2,2009,WD,Normal,93000
736,75,RM,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,390,0,490,880,Fa,N,SBrkr,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,2,320,N,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
1071,20,RL,10152,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,586,0,462,1048,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,1,286,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,135000
1014,30,RM,7200,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,247,465,310,1022,TA,N,SBrkr,1022,0,0,1022,1,0,1,0,2,1,TA,4,Maj2,0,1,280,Y,0,30,226,0,0,0,0,6,2009,WD,Normal,85000
840,50,RL,11767,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,352,0,416,768,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,1,240,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130500
